Name,CountDeclClass,CountDeclFile,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineComment,CountStmtDecl,CountStmtExe,RatioCommentToCode,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
Directory Structure/mall-portal-content/content-common/src/main,2,2,34,231,55,164,12,66,55,"0,07",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-common/src/main/java,2,2,34,231,55,164,12,66,55,"0,07",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-common/src/main/java/com,2,2,34,231,55,164,12,66,55,"0,07",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-common/src/main/java/com/mtcarpenter,2,2,34,231,55,164,12,66,55,"0,07",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-common/src/main/java/com/mtcarpenter/mall,2,2,34,231,55,164,12,66,55,"0,07",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-common/src/main/java/com/mtcarpenter/mall/client,1,1,1,29,4,13,12,10,0,"0,92",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-common/src/main/java/com/mtcarpenter/mall/model,1,1,33,202,51,151,0,56,55,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-mbg/src,7,4,241,1298,262,1006,31,303,467,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-mbg/src/main,7,4,241,1298,262,1006,31,303,467,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-mbg/src/main/java,7,4,241,1298,262,1006,31,303,467,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-mbg/src/main/java/com,7,4,241,1298,262,1006,31,303,467,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-mbg/src/main/java/com/mtcarpenter,7,4,241,1298,262,1006,31,303,467,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-mbg/src/main/java/com/mtcarpenter/mall,7,4,241,1298,262,1006,31,303,467,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-mbg/src/main/java/com/mtcarpenter/mall/mapper,1,1,14,36,15,21,0,20,0,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-mbg/src/main/java/com/mtcarpenter/mall/model,4,1,222,1151,236,915,0,245,441,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-server/src,7,7,11,222,33,137,53,77,19,"0,39",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-server/src/main,7,7,11,222,33,137,53,77,19,"0,39",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-server/src/main/java,7,7,11,222,33,137,53,77,19,"0,39",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-server/src/main/java/com,7,7,11,222,33,137,53,77,19,"0,39",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-server/src/main/java/com/mtcarpenter,7,7,11,222,33,137,53,77,19,"0,39",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-server/src/main/java/com/mtcarpenter/mall,7,7,11,222,33,137,53,77,19,"0,39",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-server/src/main/java/com/mtcarpenter/mall/portal,7,7,11,222,33,137,53,77,19,"0,39",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-server/src/main/java/com/mtcarpenter/mall/portal/config,2,2,6,93,10,73,11,34,15,"0,15",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-server/src/main/java/com/mtcarpenter/mall/portal/controller,1,1,1,37,7,25,5,16,2,"0,20",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-server/src/main/java/com/mtcarpenter/mall/portal/dao,1,1,1,21,5,7,9,6,0,"1,29",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-server/src/main/java/com/mtcarpenter/mall/portal/service,2,2,2,54,9,22,23,15,1,"1,05",0,0,"0,00","0,00"
Directory Structure/mall-portal-content/content-server/src/main/java/com/mtcarpenter/mall/portal/service/impl,1,1,1,34,6,16,12,10,1,"0,75",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-common,15,15,220,1552,360,1103,89,425,385,"0,08",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-mbg,67,28,1790,9263,1991,7242,31,2201,3285,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server,8,8,52,866,89,535,243,220,208,"0,45",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-common/src,15,15,220,1552,360,1103,89,425,385,"0,08",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-common/src/main,15,15,220,1552,360,1103,89,425,385,"0,08",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-common/src/main/java,15,15,220,1552,360,1103,89,425,385,"0,08",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-common/src/main/java/com,15,15,220,1552,360,1103,89,425,385,"0,08",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-common/src/main/java/com/mtcarpenter,15,15,220,1552,360,1103,89,425,385,"0,08",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-common/src/main/java/com/mtcarpenter/mall,15,15,220,1552,360,1103,89,425,385,"0,08",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-common/src/main/java/com/mtcarpenter/mall/client,1,1,11,137,20,42,75,21,0,"1,79",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-common/src/main/java/com/mtcarpenter/mall/domain,1,1,0,34,7,13,14,11,0,"1,08",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-common/src/main/java/com/mtcarpenter/mall/model,13,13,209,1381,333,1048,0,393,385,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-mbg/src,67,28,1790,9263,1991,7242,31,2201,3285,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-mbg/src/main,67,28,1790,9263,1991,7242,31,2201,3285,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-mbg/src/main/java,67,28,1790,9263,1991,7242,31,2201,3285,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-mbg/src/main/java/com,67,28,1790,9263,1991,7242,31,2201,3285,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-mbg/src/main/java/com/mtcarpenter,67,28,1790,9263,1991,7242,31,2201,3285,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-mbg/src/main/java/com/mtcarpenter/mall,67,28,1790,9263,1991,7242,31,2201,3285,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-mbg/src/main/java/com/mtcarpenter/mall/mapper,13,13,143,390,156,234,0,221,0,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-mbg/src/main/java/com/mtcarpenter/mall/model,52,13,1642,8762,1824,6938,0,1942,3259,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server/src,8,8,52,866,89,535,243,220,208,"0,45",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server/src/main,8,8,52,866,89,535,243,220,208,"0,45",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server/src/main/java,8,8,52,866,89,535,243,220,208,"0,45",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server/src/main/java/com,8,8,52,866,89,535,243,220,208,"0,45",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server/src/main/java/com/mtcarpenter,8,8,52,866,89,535,243,220,208,"0,45",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server/src/main/java/com/mtcarpenter/mall,8,8,52,866,89,535,243,220,208,"0,45",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server/src/main/java/com/mtcarpenter/mall/portal,8,8,52,866,89,535,243,220,208,"0,45",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server/src/main/java/com/mtcarpenter/mall/portal/config,2,2,6,93,10,73,11,34,15,"0,15",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server/src/main/java/com/mtcarpenter/mall/portal/controller,1,1,12,179,21,116,42,40,25,"0,36",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server/src/main/java/com/mtcarpenter/mall/portal/dao,1,1,3,29,6,10,13,9,0,"1,30",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server/src/main/java/com/mtcarpenter/mall/portal/service,2,2,28,512,46,304,162,123,155,"0,53",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server/src/main/java/com/mtcarpenter/mall/portal/util,1,1,2,35,4,21,10,8,12,"0,48",0,0,"0,00","0,00"
Directory Structure/mall-portal-coupon/coupon-server/src/main/java/com/mtcarpenter/mall/portal/service/impl,1,1,17,409,32,285,92,105,155,"0,32",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-common,12,12,199,1347,320,997,30,374,353,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-mbg,57,24,1629,8415,1800,6585,31,1980,3006,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server,33,33,198,2095,292,1462,343,693,382,"0,23",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-common/src,12,12,199,1347,320,997,30,374,353,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-common/src/main,12,12,199,1347,320,997,30,374,353,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-common/src/main/java,12,12,199,1347,320,997,30,374,353,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-common/src/main/java/com,12,12,199,1347,320,997,30,374,353,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-common/src/main/java/com/mtcarpenter,12,12,199,1347,320,997,30,374,353,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-common/src/main/java/com/mtcarpenter/mall,12,12,199,1347,320,997,30,374,353,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-common/src/main/java/com/mtcarpenter/mall/client,1,1,4,62,11,21,30,15,0,"1,43",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-common/src/main/java/com/mtcarpenter/mall/model,11,11,195,1285,309,976,0,359,353,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-mbg/src,57,24,1629,8415,1800,6585,31,1980,3006,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-mbg/src/main,57,24,1629,8415,1800,6585,31,1980,3006,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-mbg/src/main/java,57,24,1629,8415,1800,6585,31,1980,3006,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-mbg/src/main/java/com,57,24,1629,8415,1800,6585,31,1980,3006,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-mbg/src/main/java/com/mtcarpenter,57,24,1629,8415,1800,6585,31,1980,3006,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-mbg/src/main/java/com/mtcarpenter/mall,57,24,1629,8415,1800,6585,31,1980,3006,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-mbg/src/main/java/com/mtcarpenter/mall/mapper,11,11,121,330,132,198,0,187,0,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-mbg/src/main/java/com/mtcarpenter/mall/model,44,11,1503,7974,1657,6317,0,1755,2980,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src,33,33,198,2095,292,1462,343,693,382,"0,23",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/main,32,32,197,2066,286,1444,338,682,380,"0,23",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/test,1,1,1,29,6,18,5,11,2,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/main/java,32,32,197,2066,286,1444,338,682,380,"0,23",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/main/java/com,32,32,197,2066,286,1444,338,682,380,"0,23",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/main/java/com/mtcarpenter,32,32,197,2066,286,1444,338,682,380,"0,23",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/main/java/com/mtcarpenter/mall,32,32,197,2066,286,1444,338,682,380,"0,23",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/main/java/com/mtcarpenter/mall/portal,32,32,197,2066,286,1444,338,682,380,"0,23",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/main/java/com/mtcarpenter/mall/portal/config,4,4,9,157,17,114,28,56,24,"0,25",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/main/java/com/mtcarpenter/mall/portal/controller,6,6,31,487,56,407,24,150,94,"0,06",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/main/java/com/mtcarpenter/mall/portal/domain,4,4,67,374,79,278,17,122,67,"0,06",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/main/java/com/mtcarpenter/mall/portal/repository,3,3,10,57,14,31,12,28,0,"0,39",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/main/java/com/mtcarpenter/mall/portal/service,14,14,79,971,116,603,252,320,194,"0,42",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/main/java/com/mtcarpenter/mall/portal/service/impl,7,7,40,653,64,519,70,247,194,"0,13",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/test/java,1,1,1,29,6,18,5,11,2,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/test/java/com,1,1,1,29,6,18,5,11,2,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/test/java/com/mtcarpenter,1,1,1,29,6,18,5,11,2,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/test/java/com/mtcarpenter/mall,1,1,1,29,6,18,5,11,2,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/test/java/com/mtcarpenter/mall/portal,1,1,1,29,6,18,5,11,2,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/test/java/com/mtcarpenter/mall/portal/service,1,1,1,29,6,18,5,11,2,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-member/member-server/src/test/java/com/mtcarpenter/mall/portal/service/impl,1,1,1,29,6,18,5,11,2,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-common,7,7,248,1562,379,1166,17,419,393,"0,01",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-mbg,27,12,1708,8708,1789,6889,31,1888,3307,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server,33,29,144,2419,249,1694,479,722,662,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-common/src,7,7,248,1562,379,1166,17,419,393,"0,01",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-common/src/main,7,7,248,1562,379,1166,17,419,393,"0,01",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-common/src/main/java,7,7,248,1562,379,1166,17,419,393,"0,01",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-common/src/main/java/com,7,7,248,1562,379,1166,17,419,393,"0,01",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-common/src/main/java/com/mtcarpenter,7,7,248,1562,379,1166,17,419,393,"0,01",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-common/src/main/java/com/mtcarpenter/mall,7,7,248,1562,379,1166,17,419,393,"0,01",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-common/src/main/java/com/mtcarpenter/mall/client,1,1,1,25,4,13,8,10,0,"0,62",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-common/src/main/java/com/mtcarpenter/mall/domain,1,1,10,61,12,40,9,19,10,"0,23",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-common/src/main/java/com/mtcarpenter/mall/model,5,5,237,1476,363,1113,0,390,383,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-mbg/src,27,12,1708,8708,1789,6889,31,1888,3307,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-mbg/src/main,27,12,1708,8708,1789,6889,31,1888,3307,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-mbg/src/main/java,27,12,1708,8708,1789,6889,31,1888,3307,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-mbg/src/main/java/com,27,12,1708,8708,1789,6889,31,1888,3307,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-mbg/src/main/java/com/mtcarpenter,27,12,1708,8708,1789,6889,31,1888,3307,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-mbg/src/main/java/com/mtcarpenter/mall,27,12,1708,8708,1789,6889,31,1888,3307,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-mbg/src/main/java/com/mtcarpenter/mall/mapper,5,5,55,150,60,90,0,85,0,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-mbg/src/main/java/com/mtcarpenter/mall/model,20,5,1648,8447,1718,6729,0,1765,3281,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src,33,29,144,2419,249,1694,479,722,662,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main,33,29,144,2419,249,1694,479,722,662,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main/java,33,29,144,2419,249,1694,479,722,662,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main/java/com,33,29,144,2419,249,1694,479,722,662,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main/java/com/mtcarpenter,33,29,144,2419,249,1694,479,722,662,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main/java/com/mtcarpenter/mall,33,29,144,2419,249,1694,479,722,662,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main/java/com/mtcarpenter/mall/portal,33,29,144,2419,249,1694,479,722,662,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main/java/com/mtcarpenter/mall/portal/component,4,3,4,90,8,64,18,39,11,"0,28",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main/java/com/mtcarpenter/mall/portal/config,5,5,13,230,26,146,61,61,24,"0,42",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main/java/com/mtcarpenter/mall/portal/controller,3,3,19,269,29,228,12,88,55,"0,05",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main/java/com/mtcarpenter/mall/portal/dao,2,2,6,59,11,19,29,17,0,"1,53",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main/java/com/mtcarpenter/mall/portal/domain,6,5,23,254,40,169,45,87,25,"0,27",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main/java/com/mtcarpenter/mall/portal/service,10,8,75,1361,106,974,281,384,523,"0,29",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main/java/com/mtcarpenter/mall/portal/util,2,2,3,135,25,82,28,39,23,"0,34",0,0,"0,00","0,00"
Directory Structure/mall-portal-order/order-server/src/main/java/com/mtcarpenter/mall/portal/service/impl,6,4,55,1202,79,920,203,340,523,"0,22",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-common,22,22,395,2611,634,1935,42,737,691,"0,02",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-mbg,97,40,3075,15714,3366,12318,31,3653,5661,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server,19,19,63,1008,132,655,221,336,157,"0,34",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-common/src,22,22,395,2611,634,1935,42,737,691,"0,02",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-common/src/main,22,22,395,2611,634,1935,42,737,691,"0,02",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-common/src/main/java,22,22,395,2611,634,1935,42,737,691,"0,02",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-common/src/main/java/com,22,22,395,2611,634,1935,42,737,691,"0,02",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-common/src/main/java/com/mtcarpenter,22,22,395,2611,634,1935,42,737,691,"0,02",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-common/src/main/java/com/mtcarpenter/mall,22,22,395,2611,634,1935,42,737,691,"0,02",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-common/src/main/java/com/mtcarpenter/mall/client,1,1,4,59,10,19,30,13,0,"1,58",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-common/src/main/java/com/mtcarpenter/mall/domain,2,2,0,45,9,24,12,20,0,"0,50",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-common/src/main/java/com/mtcarpenter/mall/model,19,19,391,2507,615,1892,0,704,691,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-mbg/src,97,40,3075,15714,3366,12318,31,3653,5661,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-mbg/src/main,97,40,3075,15714,3366,12318,31,3653,5661,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-mbg/src/main/java,97,40,3075,15714,3366,12318,31,3653,5661,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-mbg/src/main/java/com,97,40,3075,15714,3366,12318,31,3653,5661,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-mbg/src/main/java/com/mtcarpenter,97,40,3075,15714,3366,12318,31,3653,5661,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-mbg/src/main/java/com/mtcarpenter/mall,97,40,3075,15714,3366,12318,31,3653,5661,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-mbg/src/main/java/com/mtcarpenter/mall/mapper,19,19,224,600,243,357,0,338,0,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-mbg/src/main/java/com/mtcarpenter/mall/model,76,19,2846,15003,3112,11891,0,3277,5635,"0,00",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src,19,19,63,1008,132,655,221,336,157,"0,34",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src/main,19,19,63,1008,132,655,221,336,157,"0,34",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src/main/java,19,19,63,1008,132,655,221,336,157,"0,34",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src/main/java/com,19,19,63,1008,132,655,221,336,157,"0,34",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src/main/java/com/mtcarpenter,19,19,63,1008,132,655,221,336,157,"0,34",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src/main/java/com/mtcarpenter/mall,19,19,63,1008,132,655,221,336,157,"0,34",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src/main/java/com/mtcarpenter/mall/portal,19,19,63,1008,132,655,221,336,157,"0,34",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src/main/java/com/mtcarpenter/mall/portal/config,1,1,0,15,2,9,4,5,0,"0,44",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src/main/java/com/mtcarpenter/mall/portal/controller,3,3,16,234,32,190,12,78,32,"0,06",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src/main/java/com/mtcarpenter/mall/portal/dao,2,2,6,64,15,22,27,20,0,"1,23",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src/main/java/com/mtcarpenter/mall/portal/domain,5,5,0,123,15,81,27,58,0,"0,33",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src/main/java/com/mtcarpenter/mall/portal/service,6,6,38,517,60,321,136,161,112,"0,42",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src/main/java/com/mtcarpenter/mall/portal/util,1,1,2,35,4,21,10,8,12,"0,48",0,0,"0,00","0,00"
Directory Structure/mall-portal-product/product-server/src/main/java/com/mtcarpenter/mall/portal/service/impl,3,3,22,376,35,281,60,124,112,"0,21",0,0,"0,00","0,00"
Directory Structure/mall-security/src,16,16,118,1190,174,778,239,360,207,"0,31",0,0,"0,00","0,00"
Directory Structure/mall-security/src/main,16,16,118,1190,174,778,239,360,207,"0,31",0,0,"0,00","0,00"
Directory Structure/mall-security/src/main/java,16,16,118,1190,174,778,239,360,207,"0,31",0,0,"0,00","0,00"
Directory Structure/mall-security/src/main/java/com,16,16,118,1190,174,778,239,360,207,"0,31",0,0,"0,00","0,00"
Directory Structure/mall-security/src/main/java/com/mtcarpenter,16,16,118,1190,174,778,239,360,207,"0,31",0,0,"0,00","0,00"
Directory Structure/mall-security/src/main/java/com/mtcarpenter/mall,16,16,118,1190,174,778,239,360,207,"0,31",0,0,"0,00","0,00"
Directory Structure/mall-security/src/main/java/com/mtcarpenter/mall/security,16,16,118,1190,174,778,239,360,207,"0,31",0,0,"0,00","0,00"
Directory Structure/mall-security/src/main/java/com/mtcarpenter/mall/security/annotation,1,1,0,12,2,7,3,3,0,"0,43",0,0,"0,00","0,00"
Directory Structure/mall-security/src/main/java/com/mtcarpenter/mall/security/aspect,1,1,2,50,6,39,5,21,9,"0,13",0,0,"0,00","0,00"
Directory Structure/mall-security/src/main/java/com/mtcarpenter/mall/security/component,7,7,18,321,41,241,40,125,71,"0,17",0,0,"0,00","0,00"
Directory Structure/mall-security/src/main/java/com/mtcarpenter/mall/security/config,3,3,15,211,30,160,21,69,37,"0,13",0,0,"0,00","0,00"
Directory Structure/mall-security/src/main/java/com/mtcarpenter/mall/security/service,2,2,68,381,73,198,110,87,42,"0,56",0,0,"0,00","0,00"
Directory Structure/mall-security/src/main/java/com/mtcarpenter/mall/security/util,2,2,15,215,22,133,60,55,48,"0,45",0,0,"0,00","0,00"
Directory Structure/mall-security/src/main/java/com/mtcarpenter/mall/security/service/impl,1,1,34,199,37,158,4,48,42,"0,03",0,0,"0,00","0,00"
Directory Structure/mall-storage/src,10,10,32,462,58,345,61,174,89,"0,18",0,0,"0,00","0,00"
Directory Structure/mall-storage/src/main,10,10,32,462,58,345,61,174,89,"0,18",0,0,"0,00","0,00"
Directory Structure/mall-storage/src/main/java,10,10,32,462,58,345,61,174,89,"0,18",0,0,"0,00","0,00"
Directory Structure/mall-storage/src/main/java/com,10,10,32,462,58,345,61,174,89,"0,18",0,0,"0,00","0,00"
Directory Structure/mall-storage/src/main/java/com/mtcarpenter,10,10,32,462,58,345,61,174,89,"0,18",0,0,"0,00","0,00"
Directory Structure/mall-storage/src/main/java/com/mtcarpenter/mall,10,10,32,462,58,345,61,174,89,"0,18",0,0,"0,00","0,00"
Directory Structure/mall-storage/src/main/java/com/mtcarpenter/mall/config,1,1,1,24,2,18,4,10,1,"0,22",0,0,"0,00","0,00"
Directory Structure/mall-storage/src/main/java/com/mtcarpenter/mall/controller,2,2,4,130,13,106,11,52,29,"0,10",0,0,"0,00","0,00"
Directory Structure/mall-storage/src/main/java/com/mtcarpenter/mall/dto,4,4,22,168,30,122,16,54,22,"0,13",0,0,"0,00","0,00"
