ID;Smell Type;TechDebt Index;Severity;Affected Type;Affected Elements;Size;Affected Elements (complete);Incoming dependencies (Fan In);Outgoing Dependencies (Fan Out);Adaptive threshold of total fan in and fan out;Detection rule;detectionValue;detectionThreshold
24159;God Component;245;7;Package;com.mtcarpenter.mall.model;152;com.mtcarpenter.mall.model;0;0;com.mtcarpenter.mall.model;Lines of code > 7593;26072;7593
24187;Hublike Dependency;53;6;Package;com.mtcarpenter.mall.portal.service;9;com.mtcarpenter.mall.portal.service;3;5;com.mtcarpenter.mall.portal.service;Fan In + Fan Out > System's median (8);8;8
24172;Hublike Dependency;32;5;Concrete Class;com.mtcarpenter.mall.domain.SmsCouponHistoryDetail;10;com.mtcarpenter.mall.domain.SmsCouponHistoryDetail;5;4;com.mtcarpenter.mall.domain.SmsCouponHistoryDetail;Fan In + Fan Out > System's median (9);9;9
24166;Cyclic Dependency;7;3;Implementation;com.mtcarpenter.mall.validator.FlagValidatorClass, com.mtcarpenter.mall.validator.FlagValidator;2;com.mtcarpenter.mall.validator.FlagValidatorClass, com.mtcarpenter.mall.validator.FlagValidator;0;0;;Cycle Detection;0;0
