Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic
File,"CmsHelpCategoryMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,11,11,0,11,,11,0,0,0,,30,12,18,17,0,0,,16,17,17,0,,0,,0,,,"0,00",0
File,"CmsHelpExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,120,,120,120,12,120,,0,0,11,109,,641,134,507,143,238,0,,248,377,143,237,,2,,1,,,"0,00",125
File,"CmsHelpMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,14,14,0,14,,14,0,0,0,,36,15,21,20,0,0,,19,20,20,0,,0,,0,,,"0,00",0
File,"CmsMemberReport.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,17,,17,17,8,17,,0,0,0,17,,105,20,85,37,32,0,,44,62,32,31,,1,,0,,,"0,00",17
File,"CmsMemberReportExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,134,,134,134,12,134,,0,0,11,123,,711,148,563,157,266,0,,276,419,157,265,,2,,1,,,"0,00",139
File,"CmsMemberReportMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,7,7,0,7,,7,0,0,0,,22,8,14,13,0,0,,12,13,13,0,,0,,0,,,"0,00",0
File,"CmsPrefrenceArea.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,13,,13,13,6,13,,0,0,0,13,,81,16,65,27,26,0,,35,49,25,25,,1,,0,,,"0,00",13
File,"CmsPrefrenceAreaController.java",8,0,8,0,1,"0,00","0,00",0,0,,,,,1,0,0,4,,4,4,1,4,,0,0,0,4,,62,10,48,37,8,4,,20,25,19,8,,1,,0,,,"0,08",4
File,"CmsPrefrenceAreaExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,96,,96,96,12,96,,0,0,11,85,,520,110,410,118,190,0,,199,304,118,189,,2,,1,,,"0,00",101
File,"CmsPrefrenceAreaMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,14,14,0,14,,14,0,0,0,,36,15,21,20,0,0,,19,20,20,0,,0,,0,,,"0,00",0
File,"CmsPrefrenceAreaProductRelation.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,7,,7,7,3,7,,0,0,0,7,,48,9,39,16,17,0,,22,30,15,16,,1,,0,,,"0,00",7
File,"CmsPrefrenceAreaProductRelationClient.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,3,3,0,3,,3,0,0,0,,49,8,18,17,0,23,,12,13,13,0,,0,,0,,,"1,28",0
File,"CmsPrefrenceAreaProductRelationDao.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,2,2,0,2,,2,0,0,0,,25,4,9,8,0,12,,7,8,8,0,,0,,0,,,"1,33",0
File,"CmsPrefrenceAreaProductRelationExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,68,,68,68,12,68,,0,0,11,57,,380,82,298,90,134,0,,143,220,90,133,,2,,1,,,"0,00",73
File,"CmsPrefrenceAreaProductRelationInput.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,1,0,,0,0,3,0,,0,0,0,0,,22,5,12,11,1,5,,8,9,9,0,,0,,0,,,"0,42",0
File,"CmsPrefrenceAreaProductRelationMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,11,11,0,11,,11,0,0,0,,30,12,18,17,0,0,,16,17,17,0,,0,,0,,,"0,00",0
File,"CmsPrefrenceAreaService.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,4,4,0,4,,4,0,0,0,,38,6,10,9,0,22,,8,9,9,0,,0,,0,,,"2,20",0
File,"CmsPrefrenceAreaServiceImpl.java",8,0,7,1,1,"0,00","0,00",0,0,,,,,1,0,0,7,,7,5,3,5,,0,1,0,4,,80,13,56,37,21,11,,34,40,28,19,,1,,0,,,"0,20",7
File,"CmsPrefrenceAreaServiceImplTest.java",5,1,4,0,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,25,7,18,15,1,0,,10,12,11,1,,1,,0,,,"0,00",1
File,"CmsSubject.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,33,,33,33,16,33,,0,0,0,33,,187,36,151,63,56,0,,76,110,56,55,,1,,0,,,"0,00",33
File,"CmsSubject.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,33,,33,33,16,33,,0,0,0,33,,202,51,151,63,56,0,,76,110,56,55,,1,,0,,,"0,00",33
File,"CmsSubject.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,33,,33,33,16,33,,0,0,0,33,,202,51,151,63,56,0,,76,110,56,55,,1,,0,,,"0,00",33
File,"CmsSubjectCategory.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,13,,13,13,6,13,,0,0,0,13,,82,16,66,28,26,0,,35,49,25,25,,1,,0,,,"0,00",13
File,"CmsSubjectCategoryExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,108,,108,108,12,108,,0,0,11,97,,580,122,458,130,214,0,,223,340,130,213,,2,,1,,,"0,00",113
File,"CmsSubjectCategoryMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,11,11,0,11,,11,0,0,0,,30,12,18,17,0,0,,16,17,17,0,,0,,0,,,"0,00",0
File,"CmsSubjectComment.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,15,,15,15,7,15,,0,0,0,15,,89,17,72,29,29,0,,39,55,28,28,,1,,0,,,"0,00",15
File,"CmsSubjectCommentExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,122,,122,122,12,122,,0,0,11,111,,651,136,515,145,242,0,,252,383,145,241,,2,,1,,,"0,00",127
File,"CmsSubjectCommentMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,11,11,0,11,,11,0,0,0,,30,12,18,17,0,0,,16,17,17,0,,0,,0,,,"0,00",0
File,"CmsSubjectController.java",8,0,8,0,1,"0,00","0,00",0,0,,,,,1,0,0,5,,5,5,1,5,,0,0,0,5,,71,8,59,46,10,4,,24,30,23,10,,1,,0,,,"0,07",5
File,"CmsSubjectExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,222,,222,222,12,222,,0,0,11,211,,1151,236,915,245,442,0,,452,683,245,441,,2,,1,,,"0,00",227
File,"CmsSubjectExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,222,,222,222,12,222,,0,0,11,211,,1151,236,915,245,442,0,,452,683,245,441,,2,,1,,,"0,00",227
File,"CmsSubjectExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,222,,222,222,12,222,,0,0,11,211,,1151,236,915,245,442,0,,452,683,245,441,,2,,1,,,"0,00",227
File,"CmsSubjectMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,14,14,0,14,,14,0,0,0,,36,15,21,20,0,0,,19,20,20,0,,0,,0,,,"0,00",0
File,"CmsSubjectMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,14,14,0,14,,14,0,0,0,,36,15,21,20,0,0,,19,20,20,0,,0,,0,,,"0,00",0
File,"CmsSubjectMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,14,14,0,14,,14,0,0,0,,36,15,21,20,0,0,,19,20,20,0,,0,,0,,,"0,00",0
File,"CmsSubjectProductRelation.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,7,,7,7,3,7,,0,0,0,7,,49,10,39,16,17,0,,22,30,15,16,,1,,0,,,"0,00",7
File,"CmsSubjectProductRelationClient.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,3,3,0,3,,3,0,0,0,,42,7,15,14,0,20,,9,10,10,0,,0,,0,,,"1,33",0
File,"CmsSubjectProductRelationDao.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,2,2,0,2,,2,0,0,0,,25,5,8,7,0,12,,6,7,7,0,,0,,0,,,"1,50",0
File,"CmsSubjectProductRelationExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,68,,68,68,12,68,,0,0,11,57,,380,82,298,90,134,0,,143,220,90,133,,2,,1,,,"0,00",73
File,"CmsSubjectProductRelationInput.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,1,0,,0,0,3,0,,0,0,0,0,,26,9,12,11,1,5,,8,9,9,0,,0,,0,,,"0,42",0
File,"CmsSubjectProductRelationMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,11,11,0,11,,11,0,0,0,,30,12,18,17,0,0,,16,17,17,0,,0,,0,,,"0,00",0
File,"CmsSubjectService.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,5,5,0,5,,5,0,0,0,,43,7,11,10,0,25,,9,10,10,0,,0,,0,,,"2,27",0
File,"CmsSubjectServiceImpl.java",7,0,7,0,1,"0,00","0,00",0,0,,,,,1,0,0,8,,8,6,3,6,,0,1,0,5,,91,15,71,46,27,5,,44,52,36,25,,2,,1,,,"0,07",9
File,"CmsTopic.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,25,,25,25,12,25,,0,0,0,25,,146,28,118,50,44,0,,60,86,44,43,,1,,0,,,"0,00",25
File,"CmsTopicCategory.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,13,,13,13,6,13,,0,0,0,13,,82,16,66,28,26,0,,35,49,25,25,,1,,0,,,"0,00",13
File,"CmsTopicCategoryExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,108,,108,108,12,108,,0,0,11,97,,580,122,458,130,214,0,,223,340,130,213,,2,,1,,,"0,00",113
File,"CmsTopicCategoryMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,11,11,0,11,,11,0,0,0,,30,12,18,17,0,0,,16,17,17,0,,0,,0,,,"0,00",0
File,"CmsTopicComment.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,15,,15,15,7,15,,0,0,0,15,,89,17,72,29,29,0,,39,55,28,28,,1,,0,,,"0,00",15
File,"CmsTopicCommentExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,122,,122,122,12,122,,0,0,11,111,,651,136,515,145,242,0,,252,383,145,241,,2,,1,,,"0,00",127
File,"CmsTopicCommentMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,11,11,0,11,,11,0,0,0,,30,12,18,17,0,0,,16,17,17,0,,0,,0,,,"0,00",0
File,"CmsTopicExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,170,,170,170,12,170,,0,0,11,159,,891,184,707,193,338,0,,348,527,193,337,,2,,1,,,"0,00",175
File,"CmsTopicMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,14,14,0,14,,14,0,0,0,,36,15,21,20,0,0,,19,20,20,0,,0,,0,,,"0,00",0
File,"CommentGenerator.java",12,0,8,4,2,"0,00","0,00",0,0,,,,,1,0,2,4,,4,4,1,4,,0,1,0,3,,73,7,46,23,19,21,,24,34,20,16,,3,,2,,,"0,46",8
File,"CommentGenerator.java",12,0,8,4,2,"0,00","0,00",0,0,,,,,1,0,2,4,,4,4,1,4,,0,1,0,3,,73,7,46,23,19,21,,24,34,20,16,,3,,2,,,"0,46",8
File,"CommentGenerator.java",12,0,8,4,2,"0,00","0,00",0,0,,,,,1,0,2,4,,4,4,1,4,,0,1,0,3,,73,7,46,23,19,21,,24,34,20,16,,3,,2,,,"0,46",8
File,"CommentGenerator.java",12,0,8,4,2,"0,00","0,00",0,0,,,,,1,0,2,4,,4,4,1,4,,0,1,0,3,,73,7,46,23,19,21,,24,34,20,16,,3,,2,,,"0,46",8
File,"CommentGenerator.java",12,0,8,4,2,"0,00","0,00",0,0,,,,,1,0,2,4,,4,4,1,4,,0,1,0,3,,73,7,46,23,19,21,,24,34,20,16,,3,,2,,,"0,46",8
File,"CommentGenerator.java",12,0,8,4,2,"0,00","0,00",0,0,,,,,1,0,2,4,,4,4,1,4,,0,1,0,3,,73,7,46,23,19,21,,24,34,20,16,,3,,2,,,"0,46",8
File,"CommentGenerator.java",12,0,8,4,2,"0,00","0,00",0,0,,,,,1,0,2,4,,4,4,1,4,,0,1,0,3,,73,7,46,23,19,21,,24,34,20,16,,3,,2,,,"0,46",8
File,"CommentGenerator.java",12,0,8,4,2,"0,00","0,00",0,0,,,,,1,0,2,4,,4,4,1,4,,0,1,0,3,,73,7,46,23,19,21,,24,34,20,16,,3,,2,,,"0,46",8
File,"CommentGenerator.java",12,0,8,4,2,"0,00","0,00",0,0,,,,,1,0,2,4,,4,4,1,4,,0,1,0,3,,73,7,46,23,19,21,,24,34,20,16,,3,,2,,,"0,46",8
File,"CommentGenerator.java",12,0,8,4,2,"0,00","0,00",0,0,,,,,1,0,2,4,,4,4,1,4,,0,1,0,3,,73,7,46,23,19,21,,24,34,20,16,,3,,2,,,"0,46",8
File,"CommentGenerator.java",12,0,8,4,2,"0,00","0,00",0,0,,,,,1,0,2,4,,4,4,1,4,,0,1,0,3,,73,7,46,23,19,21,,24,34,20,16,,3,,2,,,"0,46",8
File,"CommonPage.java",5,0,4,1,1,"0,00","0,00",0,0,,,,,1,2,0,12,,12,10,5,12,,0,0,0,12,,85,15,60,25,25,10,,34,47,25,25,,1,,0,,,"0,17",12
File,"CommonResult.java",5,0,3,2,1,"0,00","0,00",0,0,,,,,1,10,0,18,,18,8,3,18,,0,0,2,16,,126,20,62,24,19,44,,24,43,24,19,,1,,0,,,"0,71",18
File,"ConfigController.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,28,6,17,14,1,5,,8,10,9,1,,1,,0,,,"0,29",1
File,"ConfigController.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,28,6,17,14,1,5,,8,10,9,1,,1,,0,,,"0,29",1
File,"ConfigController.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,28,6,17,14,1,5,,8,10,9,1,,1,,0,,,"0,29",1
File,"ConfigController.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,28,6,17,14,1,5,,8,10,9,1,,1,,0,,,"0,29",1
File,"ConfigController.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,28,6,17,14,1,5,,8,10,9,1,,1,,0,,,"0,29",1
File,"ConfirmOrderResult.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,2,0,0,20,,20,20,10,20,,0,0,0,20,,119,24,81,39,20,14,,37,59,39,20,,1,,0,,,"0,17",20
File,"CouponController.java",11,0,8,3,1,"0,00","0,00",0,0,,,,,1,0,0,12,,12,12,2,12,,0,0,0,12,,179,21,116,89,25,42,,41,54,40,25,,1,,0,,,"0,36",12
File,"CouponFeign.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,11,11,0,11,,11,0,0,0,,137,20,42,41,0,75,,20,21,21,0,,0,,0,,,"1,79",0
File,"CouponService.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,11,11,0,11,,11,0,0,0,,103,14,19,18,0,70,,17,18,18,0,,0,,0,,,"3,68",0
File,"CouponServiceImpl.java",20,0,15,5,3,"0,00","0,00",0,0,,,,,1,0,0,17,,17,15,9,15,,0,4,0,11,,409,32,285,119,174,92,,156,208,105,155,,11,,3,,,"0,32",49
File,"DateUtil.java",11,0,8,3,1,"0,00","0,00",0,0,,,,,1,2,0,2,,2,0,0,2,,0,0,0,2,,35,4,21,8,12,10,,15,18,8,12,,1,,0,,,"0,48",2
File,"DateUtil.java",11,0,8,3,1,"0,00","0,00",0,0,,,,,1,2,0,2,,2,0,0,2,,0,0,0,2,,35,4,21,8,12,10,,15,18,8,12,,1,,0,,,"0,48",2
File,"DynamicAccessDecisionManager.java",9,0,9,1,2,"0,00","0,00",0,0,,,,,1,0,0,3,,3,3,0,3,,0,0,0,3,,51,7,38,21,12,6,,18,27,18,12,,5,,3,,,"0,16",7
File,"DynamicSecurityFilter.java",10,1,9,0,2,"0,00","0,00",0,0,,,,,1,0,0,4,,4,4,2,4,,0,0,0,4,,61,11,50,29,18,0,,27,36,24,16,,3,,2,,,"0,00",6
File,"DynamicSecurityMetadataSource.java",7,0,6,1,2,"0,00","0,00",0,0,,,,,1,0,1,5,,5,5,1,5,,0,0,0,5,,64,10,47,29,17,7,,26,35,24,17,,4,,2,,,"0,15",8
File,"DynamicSecurityService.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,16,3,6,5,0,7,,4,5,5,0,,0,,0,,,"1,17",0
File,"FlagValidator.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,4,4,0,4,,4,0,0,0,,23,5,14,13,0,4,,8,9,9,0,,0,,0,,,"0,29",0
File,"FlagValidatorClass.java",10,0,9,1,3,"0,00","0,00",0,0,,,,,1,0,0,2,,2,2,1,2,,0,0,0,2,,32,3,24,10,9,5,,12,18,9,9,,4,,2,,,"0,21",5
File,"FlashPromotionProduct.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,3,0,,0,0,0,0,,19,3,12,11,0,4,,8,9,9,0,,0,,0,,,"0,33",0
File,"Generator.java",21,1,14,6,2,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,38,4,24,17,11,10,,18,22,18,10,,2,,1,,,"0,42",2
File,"Generator.java",21,1,14,6,2,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,38,4,24,17,11,10,,18,22,18,10,,2,,1,,,"0,42",2
File,"Generator.java",21,1,14,6,2,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,38,4,24,17,11,10,,18,22,18,10,,2,,1,,,"0,42",2
File,"Generator.java",21,1,14,6,2,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,38,4,24,17,11,10,,18,22,18,10,,2,,1,,,"0,42",2
File,"Generator.java",21,1,14,6,2,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,38,4,24,17,11,10,,18,22,18,10,,2,,1,,,"0,42",2
File,"Generator.java",21,1,14,6,2,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,38,4,24,17,11,10,,18,22,18,10,,2,,1,,,"0,42",2
File,"Generator.java",21,1,14,6,2,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,38,4,24,17,11,10,,18,22,18,10,,2,,1,,,"0,42",2
File,"Generator.java",21,1,14,6,2,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,38,4,24,17,11,10,,18,22,18,10,,2,,1,,,"0,42",2
File,"Generator.java",21,1,14,6,2,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,38,4,24,17,11,10,,18,22,18,10,,2,,1,,,"0,42",2
File,"Generator.java",21,1,14,6,2,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,38,4,24,17,11,10,,18,22,18,10,,2,,1,,,"0,42",2
File,"Generator.java",21,1,14,6,2,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,38,4,24,17,11,10,,18,22,18,10,,2,,1,,,"0,42",2
Unknown Annotation,"GetMapping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
File,"GlobalCorsConfig.java",18,0,11,8,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,34,3,20,12,8,12,,14,16,10,8,,1,,0,,,"0,60",1
File,"GlobalExceptionHandler.java",8,0,8,0,2,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,23,3,16,10,3,4,,7,10,7,3,,2,,1,,,"0,25",2
File,"HomeContentResult.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,6,0,,0,0,0,0,,31,3,18,17,0,10,,14,15,15,0,,0,,0,,,"0,56",0
File,"HomeController.java",8,0,8,0,1,"0,00","0,00",0,0,,,,,1,0,0,6,,6,6,1,6,,0,0,0,6,,80,9,67,54,12,4,,26,33,27,12,,1,,0,,,"0,06",6
File,"HomeDao.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,4,4,0,4,,4,0,0,0,,39,9,13,12,0,17,,11,12,12,0,,0,,0,,,"1,31",0
File,"HomeFlashPromotion.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,5,0,,0,0,0,0,,22,3,14,13,0,5,,10,11,11,0,,0,,0,,,"0,36",0
File,"HomeService.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,6,6,0,6,,6,0,0,0,,49,9,14,13,0,26,,12,13,13,0,,0,,0,,,"1,86",0
File,"HomeServiceImpl.java",12,0,10,2,2,"0,00","0,00",0,0,,,,,1,0,0,7,,7,7,6,7,,0,1,0,6,,130,15,100,55,46,15,,59,71,42,40,,4,,3,,,"0,15",11
File,"IErrorCode.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,2,2,0,2,,2,0,0,0,,11,2,5,4,0,4,,3,4,4,0,,0,,0,,,"0,80",0
File,"IgnoreUrlsConfig.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,1,0,,0,0,0,0,,21,5,12,11,1,4,,7,8,8,1,,0,,0,,,"0,33",0
File,"IgnoreUrlsConfig.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,1,0,,0,0,0,0,,21,5,12,11,1,4,,7,8,8,1,,0,,0,,,"0,33",0
File,"JacksonConfig.java",26,2,8,16,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,45,5,19,15,3,21,,11,13,11,3,,1,,0,,,"1,11",1
File,"JwtAuthenticationTokenFilter.java",21,0,21,1,4,"0,00","0,00",0,0,,,,,1,0,1,1,,1,1,4,1,,0,0,1,0,,57,4,49,36,14,5,,32,37,29,14,,4,,3,,,"0,10",4
File,"JwtTokenUtil.java",17,0,14,3,3,"0,00","0,00",0,0,,,,,1,0,1,2,,2,2,3,2,,0,1,0,1,,81,18,46,24,20,17,,25,31,20,14,,3,,1,,,"0,37",5
File,"JwtTokenUtil.java",17,0,14,3,3,"0,00","0,00",0,0,,,,,1,0,1,2,,2,2,3,2,,0,1,0,1,,81,18,46,24,20,17,,25,31,20,14,,3,,1,,,"0,37",5
File,"JwtTokenUtil.java",12,0,8,4,2,"0,00","0,00",0,0,,,,,1,0,3,10,,10,10,3,10,,0,6,0,4,,171,13,106,46,55,52,,55,74,43,42,,6,,1,,,"0,49",18
File,"MallBootMonitorApplication.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,18,2,11,8,1,5,,5,7,6,1,,1,,0,,,"0,45",1
File,"MallGatewayApplication.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,20,3,12,9,1,5,,6,8,7,1,,1,,0,,,"0,42",1
File,"MallPortalContentApplication.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,17,2,10,7,1,5,,5,7,6,1,,1,,0,,,"0,50",1
File,"MallPortalCouponApplication.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,18,2,11,8,1,5,,5,7,6,1,,1,,0,,,"0,45",1
File,"MallPortalMemberApplication.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,20,4,11,8,1,5,,5,7,6,1,,1,,0,,,"0,45",1
File,"MallPortalOrderApplication.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,21,4,12,9,1,5,,6,8,7,1,,1,,0,,,"0,42",1
File,"MallPortalProductApplication.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,20,4,11,8,1,5,,5,7,6,1,,1,,0,,,"0,45",1
File,"MallSecurityConfig.java",7,0,6,0,1,"0,00","0,00",0,0,,,,,1,0,0,4,,4,2,2,2,,0,0,0,2,,53,7,41,31,8,5,,24,29,24,7,,2,,1,,,"0,12",5
File,"MallSecurityConfig.java",4,0,3,1,1,"0,00","0,00",0,0,,,,,1,0,0,2,,2,1,1,1,,0,0,0,1,,30,4,21,18,1,5,,11,13,12,1,,1,,0,,,"0,24",2
File,"MemberAttentionController.java",9,0,9,0,1,"0,00","0,00",0,0,,,,,1,0,0,5,,5,5,1,5,,0,0,0,5,,73,7,62,42,16,4,,24,32,22,14,,2,,1,,,"0,06",7
File,"MemberAttentionService.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,5,5,0,5,,5,0,0,0,,38,6,10,9,0,22,,8,9,9,0,,0,,0,,,"2,20",0
File,"MemberAttentionServiceImpl.java",9,0,7,2,1,"0,00","0,00",0,0,,,,,1,0,0,5,,5,5,2,5,,0,0,0,5,,73,7,53,35,19,13,,31,38,27,18,,2,,1,,,"0,25",6
File,"MemberBrandAttention.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,0,0,18,,18,18,9,18,,0,0,0,18,,99,21,74,37,18,4,,32,51,33,18,,1,,0,,,"0,05",18
File,"MemberBrandAttentionRepository.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,4,4,0,4,,4,0,0,0,,21,6,11,10,0,4,,9,10,10,0,,0,,0,,,"0,36",0
File,"MemberCollectionService.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,6,6,0,6,,6,0,0,0,,58,8,12,11,0,38,,10,11,11,0,,0,,0,,,"3,17",0
File,"MemberCollectionServiceImpl.java",9,0,7,3,1,"0,00","0,00",0,0,,,,,1,0,0,6,,6,6,3,6,,0,0,0,6,,92,10,63,42,21,19,,37,45,32,20,,2,,1,,,"0,30",7
File,"MemberDetails.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,0,9,,9,9,1,9,,0,0,0,9,,61,12,44,25,9,5,,17,27,18,9,,1,,0,,,"0,11",9
