ID;Smell Type;TechDebt Index;Severity;Affected Type;Affected Elements;Size;Affected Elements (complete);Incoming dependencies (Fan In);Outgoing Dependencies (Fan Out);Adaptive threshold of total fan in and fan out;Detection rule;detectionValue;detectionThreshold
22338;God Component;245;7;Package;com.mtcarpenter.mall.model;152;com.mtcarpenter.mall.model;0;0;com.mtcarpenter.mall.model;Lines of code > 7593;26072;7593
22393;Hublike Dependency;107;6;Package;com.mtcarpenter.mall.dto;8;com.mtcarpenter.mall.dto;4;3;com.mtcarpenter.mall.dto;Fan In + Fan Out > System's median (7);7;7
22380;Hublike Dependency;49;6;Package;com.mtcarpenter.mall.client;8;com.mtcarpenter.mall.client;3;4;com.mtcarpenter.mall.client;Fan In + Fan Out > System's median (7);7;7
22366;Hublike Dependency;42;6;Concrete Class;com.mtcarpenter.mall.domain.PromotionProduct;9;com.mtcarpenter.mall.domain.PromotionProduct;4;4;com.mtcarpenter.mall.domain.PromotionProduct;Fan In + Fan Out > System's median (8);8;8
22351;Hublike Dependency;32;5;Concrete Class;com.mtcarpenter.mall.domain.SmsCouponHistoryDetail;10;com.mtcarpenter.mall.domain.SmsCouponHistoryDetail;5;4;com.mtcarpenter.mall.domain.SmsCouponHistoryDetail;Fan In + Fan Out > System's median (8);9;8
22345;Cyclic Dependency;7;3;Implementation;com.mtcarpenter.mall.validator.FlagValidatorClass, com.mtcarpenter.mall.validator.FlagValidator;2;com.mtcarpenter.mall.validator.FlagValidatorClass, com.mtcarpenter.mall.validator.FlagValidator;0;0;;Cycle Detection;0;0
