Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic
File,"RecruitAndHrAndCompany.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,3,0,,0,0,0,0,,26,5,14,13,0,7,,9,10,10,0,,0,,0,,,"0,50",0
File,"RecruitApplication.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,18,5,13,10,1,0,,6,8,7,1,,1,,0,,,"0,00",1
File,"RecruitApplicationTests.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,17,5,12,10,0,0,,5,7,7,0,,1,,0,,,"0,00",1
File,"RecruitClient.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,22,3,14,13,0,5,,9,10,10,0,,0,,0,,,"0,36",0
File,"RecruitClient.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,25,4,16,15,0,5,,11,12,12,0,,0,,0,,,"0,31",0
File,"RecruitClient.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,24,4,15,14,0,5,,10,11,11,0,,0,,0,,,"0,33",0
File,"RecruitController.java",10,0,6,4,1,"0,00","0,00",0,0,,,,,1,0,0,11,,11,11,1,11,,0,0,0,11,,156,17,80,54,18,59,,29,41,27,18,,1,,0,,,"0,74",11
File,"RecruitDto.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,2,0,,0,0,0,0,,24,6,12,11,0,6,,7,8,8,0,,0,,0,,,"0,50",0
File,"RecruitEntity.java",5,0,5,0,1,"0,00","0,00",0,0,,,,,2,0,0,2,,2,2,6,2,,0,0,0,2,,61,12,41,36,2,8,,22,25,23,2,,1,,0,,,"0,20",2
File,"RecruitRepo.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,4,4,0,4,,4,0,0,0,,26,7,14,13,0,5,,11,12,12,0,,0,,0,,,"0,36",0
File,"RecruitService.java",11,0,9,2,2,"0,00","0,00",0,0,,,,,1,0,0,45,,45,21,7,21,,0,6,0,15,,484,32,367,149,248,85,,186,231,132,165,,4,,3,,,"0,23",70
File,"RecruitUtil.java",6,0,6,0,2,"0,00","0,00",0,0,,,,,1,2,0,2,,2,0,0,2,,0,0,0,2,,35,6,18,10,7,11,,10,14,10,5,,2,,1,,,"0,61",3
File,"RedisKeys.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,2,0,,0,0,0,0,,0,0,0,0,,14,3,5,4,2,6,,3,4,4,0,,0,,0,,,"1,20",0
File,"RedisKeys.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,5,0,,0,0,0,0,,0,0,0,0,,25,6,8,7,5,11,,6,7,7,0,,0,,0,,,"1,38",0
Unknown Annotation,"RequestBody",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
Unknown Annotation,"RequestMapping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
Unknown Annotation,"RequestParam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
File,"ResponseMessage.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,5,0,7,,7,2,4,7,,0,0,0,7,,57,14,35,15,12,8,,18,26,14,12,,1,,0,,,"0,23",7
File,"ResponseMessage.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,5,0,7,,7,2,4,7,,0,0,0,7,,59,14,37,17,12,8,,20,28,16,12,,1,,0,,,"0,22",7
File,"ResponseMessage.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,6,0,9,,9,3,4,9,,0,0,0,9,,65,16,41,18,13,8,,20,30,17,13,,1,,0,,,"0,20",9
File,"ResponseMessage.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,5,0,7,,7,2,4,7,,0,0,0,7,,57,14,35,15,12,8,,18,26,14,12,,1,,0,,,"0,23",7
File,"ResponseMessage.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,5,0,8,,8,3,4,8,,0,0,0,8,,60,15,37,16,12,8,,18,27,15,12,,1,,0,,,"0,22",8
File,"ResponseMessage.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,5,0,8,,8,3,4,8,,0,0,0,8,,60,15,37,16,12,8,,18,27,15,12,,1,,0,,,"0,22",8
File,"ResponseMessage.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,6,0,9,,9,3,4,9,,0,0,0,9,,65,16,41,18,13,8,,20,30,17,13,,1,,0,,,"0,20",9
Unknown Annotation,"RestController",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
File,"ResultEnum.java",1,0,1,0,0,"0,00","0,00",0,0,,,,,1,0,0,3,,1,3,5,3,,1,0,0,2,,29,8,15,11,2,6,,7,8,6,2,,1,,0,,,"0,40",1
File,"ResultEnum.java",1,0,1,0,0,"0,00","0,00",0,0,,,,,1,0,0,3,,1,3,5,3,,1,0,0,2,,29,8,15,11,2,6,,7,8,6,2,,1,,0,,,"0,40",1
File,"ResultEnum.java",1,0,1,0,0,"0,00","0,00",0,0,,,,,1,0,0,3,,1,3,7,3,,1,0,0,2,,33,9,17,13,2,7,,7,8,6,2,,1,,0,,,"0,41",1
File,"ResultEnum.java",1,0,1,0,0,"0,00","0,00",0,0,,,,,1,0,0,3,,1,3,9,3,,1,0,0,2,,38,12,19,15,2,7,,7,8,6,2,,1,,0,,,"0,37",1
File,"ResultEnum.java",1,0,1,0,0,"0,00","0,00",0,0,,,,,1,0,0,3,,1,3,6,3,,1,0,0,2,,31,9,16,12,2,6,,7,8,6,2,,1,,0,,,"0,38",1
File,"ResultEnum.java",1,0,1,0,0,"0,00","0,00",0,0,,,,,1,0,0,3,,1,3,5,3,,1,0,0,2,,28,8,15,11,2,5,,7,8,6,2,,1,,0,,,"0,33",1
File,"Resume.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,14,0,,0,0,0,0,,63,17,28,27,0,18,,21,22,22,0,,0,,0,,,"0,64",0
File,"ResumeApplication.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,18,5,13,10,1,0,,6,8,7,1,,1,,0,,,"0,00",1
File,"ResumeApplicationTests.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,17,5,12,10,0,0,,5,7,7,0,,1,,0,,,"0,00",1
File,"ResumeClient.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,21,3,13,12,0,5,,8,9,9,0,,0,,0,,,"0,38",0
File,"ResumeClient.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,27,4,18,17,0,5,,13,14,14,0,,0,,0,,,"0,28",0
File,"ResumeController.java",9,0,5,4,1,"0,00","0,00",0,0,,,,,1,0,0,5,,5,5,1,5,,0,0,0,5,,78,9,42,30,6,27,,16,22,16,6,,1,,0,,,"0,64",5
File,"ResumeRate.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,3,0,,0,0,0,0,,24,6,12,11,0,6,,7,8,8,0,,0,,0,,,"0,50",0
File,"ResumeRate.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,3,0,,0,0,0,0,,24,6,12,11,0,6,,7,8,8,0,,0,,0,,,"0,50",0
File,"ResumeRepo.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,2,2,0,2,,2,0,0,0,,19,5,9,8,0,5,,6,7,7,0,,0,,0,,,"0,56",0
File,"ResumeService.java",12,0,9,3,1,"0,00","0,00",0,0,,,,,1,0,0,11,,11,8,5,8,,0,2,0,6,,186,18,134,82,77,34,,73,84,67,43,,2,,1,,,"0,25",13
Unknown Method,"RuntimeException",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"SendInfo.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,1,0,,0,0,0,0,,20,4,11,10,0,5,,6,7,7,0,,0,,0,,,"0,45",0
File,"SendResume.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,4,0,,0,0,0,0,,31,7,16,15,0,8,,10,11,11,0,,0,,0,,,"0,50",0
File,"SendResume.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,4,0,,0,0,0,0,,31,7,16,15,0,8,,10,11,11,0,,0,,0,,,"0,50",0
File,"SendResume.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,4,0,,0,0,0,0,,31,7,16,15,0,8,,10,11,11,0,,0,,0,,,"0,50",0
File,"SendResume.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,4,0,,0,0,0,0,,31,7,16,15,0,8,,10,11,11,0,,0,,0,,,"0,50",0
File,"SeqInfo.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,3,0,,0,0,0,0,,34,5,14,13,0,15,,8,9,9,0,,0,,0,,,"1,07",0
File,"Skill.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,3,0,,0,0,0,0,,35,6,14,13,0,15,,8,9,9,0,,0,,0,,,"1,07",0
File,"SkillRepo.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,15,3,6,5,0,6,,3,4,4,0,,0,,0,,,"1,00",0
File,"SkillRule.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,2,0,,0,0,0,0,,21,4,11,10,0,6,,6,7,7,0,,0,,0,,,"0,55",0
File,"SkillRule.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,2,0,,0,0,0,0,,21,4,11,10,0,6,,6,7,7,0,,0,,0,,,"0,55",0
File,"SkillRule.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,2,0,,0,0,0,0,,21,4,11,10,0,6,,6,7,7,0,,0,,0,,,"0,55",0
File,"SmsService.java",12,0,11,0,2,"0,00","0,00",0,0,,,,,1,0,4,3,,3,3,1,3,,0,2,0,1,,80,8,62,34,29,10,,44,51,31,24,,3,,2,,,"0,16",6
Unknown Annotation,"Table",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
File,"UpdateTime.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,16,2,9,8,0,5,,5,6,6,0,,0,,0,,,"0,56",0
File,"UploadAvatar.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,2,0,,0,0,0,0,,24,4,9,8,0,11,,5,6,6,0,,0,,0,,,"1,22",0
File,"UploadAvatar.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,2,0,,0,0,0,0,,26,4,11,10,0,11,,6,7,7,0,,0,,0,,,"1,00",0
File,"User.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,1,0,,0,0,0,0,,13,3,10,9,0,0,,5,6,6,0,,0,,0,,,"0,00",0
File,"User.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,10,0,,0,0,0,0,,48,13,19,18,0,16,,14,15,15,0,,0,,0,,,"0,84",0
File,"User.java",2,0,2,0,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,10,1,,0,0,0,1,,45,13,17,15,0,15,,12,14,14,0,,1,,0,,,"0,88",1
File,"User.java",7,0,7,0,1,"0,00","0,00",0,0,,,,,1,0,0,3,,3,3,10,3,,0,0,0,3,,65,15,35,17,14,15,,26,30,16,14,,1,,0,,,"0,43",3
File,"UserApplication.java",5,0,4,1,1,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,20,5,14,10,2,1,,7,9,7,2,,1,,0,,,"0,07",1
File,"UserCenterClient.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,2,2,0,2,,2,0,0,0,,42,4,20,19,0,18,,10,11,11,0,,0,,0,,,"0,90",0
File,"UserCenterClient.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,7,7,0,7,,7,0,0,0,,99,9,41,40,0,49,,15,16,16,0,,0,,0,,,"1,20",0
File,"UserClient.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,2,2,0,2,,2,0,0,0,,25,4,16,15,0,5,,10,11,11,0,,0,,0,,,"0,31",0
File,"UserClient.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,21,3,13,12,0,5,,8,9,9,0,,0,,0,,,"0,38",0
File,"UserClient.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,3,3,0,3,,3,0,0,0,,32,6,21,20,0,5,,13,14,14,0,,0,,0,,,"0,24",0
File,"UserClient.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,22,3,14,13,0,5,,9,10,10,0,,0,,0,,,"0,36",0
File,"UserController.java",10,0,7,3,1,"0,00","0,00",0,0,,,,,2,0,0,18,,18,18,3,18,,0,0,0,18,,242,27,151,98,44,64,,64,85,54,42,,2,,1,,,"0,42",20
File,"UserEs.java",6,0,6,0,1,"0,00","0,00",0,0,,,,,1,0,0,3,,3,3,6,3,,0,0,0,3,,64,11,33,17,12,20,,22,26,14,12,,1,,0,,,"0,61",3
File,"UserEsRepo.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,18,4,9,8,0,5,,6,7,7,0,,0,,0,,,"0,56",0
File,"UserHolder.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,3,1,3,,3,0,0,3,,0,0,0,3,,26,6,14,7,4,6,,6,10,7,4,,1,,0,,,"0,43",3
File,"UserInfo.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,12,0,,0,0,0,0,,51,14,21,20,0,16,,16,17,17,0,,0,,0,,,"0,76",0
File,"UserInfo.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,6,0,,0,0,0,0,,34,8,15,14,0,11,,10,11,11,0,,0,,0,,,"0,73",0
File,"UserInfo.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,12,0,,0,0,0,0,,51,14,21,20,0,16,,16,17,17,0,,0,,0,,,"0,76",0
File,"UserInfoEntity.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,16,0,,0,0,0,0,,78,19,39,38,0,20,,26,27,27,0,,0,,0,,,"0,51",0
File,"UserInfoRepo.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,2,2,0,2,,2,0,0,0,,20,5,10,9,0,5,,7,8,8,0,,0,,0,,,"0,50",0
File,"UserInfoService.java",5,0,5,1,1,"0,00","0,00",0,0,,,,,1,0,0,12,,12,8,4,8,,0,0,0,8,,120,15,86,57,32,19,,60,70,52,31,,2,,1,,,"0,22",13
File,"UserService.java",5,0,5,0,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,2,1,,0,0,0,1,,38,7,20,17,3,11,,13,15,14,3,,1,,0,,,"0,55",1
File,"UserUtil.java",7,0,7,0,2,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,27,4,12,6,4,11,,6,9,6,4,,2,,1,,,"0,92",2
File,"UserUtil.java",7,0,7,0,2,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,27,4,12,6,4,11,,6,9,6,4,,2,,1,,,"0,92",2
File,"WebConfig.java",5,0,5,0,1,"0,00","0,00",0,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,30,6,18,12,3,6,,8,11,9,2,,1,,0,,,"0,33",2
File,"WebSocketConfig.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,23,5,12,9,1,6,,6,8,7,1,,1,,0,,,"0,50",1
File,"WebSocketService.java",8,0,7,1,1,"0,00","0,00",0,0,,,,,1,0,2,9,,9,9,3,9,,2,1,0,6,,135,19,98,47,44,18,,51,64,34,35,,2,,1,,,"0,18",12
Unknown Method,"add",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"addAll",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"addEndpoint",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"addInterceptor",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"addMessageListener",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"afterPropertiesSet",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"all",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"asMap",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"body",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"build",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"calculate",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"callSuper",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"collect",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Package,"com",0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,"0,00",0
Unknown Annotation,"com.alibaba.fastjson.annotation.JSONField",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
Unknown Annotation,"com.fasterxml.jackson.annotation.JsonIgnore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
Package,"com.stalary",0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,"0,00",0
Unknown Annotation,"com.stalary.lightmqclient.MQListener",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
Package,"com.stalary.pf",0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,"0,00",0
Package,"com.stalary.pf.consumer",3,0,3,0,1,,,,,,,,,2,1,0,,2,,1,0,2,,0,0,0,2,,35,10,25,20,1,0,,11,15,14,1,,1,,0,,,"0,00",2
Public Class,"com.stalary.pf.consumer.ConsumerApplication",3,0,3,0,1,,,,,1,6,4,0,,1,0,,,,0,0,1,13,0,0,0,1,,10,2,8,5,1,0,,1,3,2,1,,1,1,0,0,0,"0,00",1
Public Static Method,"com.stalary.pf.consumer.ConsumerApplication.main",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,"0,00",1
Public Class,"com.stalary.pf.consumer.ConsumerApplicationTests",3,0,3,0,1,,,,,1,3,3,0,,0,0,,,,1,0,1,13,0,0,0,1,,9,2,7,5,0,0,,0,2,2,0,,1,1,0,0,0,"0,00",1
Public Method,"com.stalary.pf.consumer.ConsumerApplicationTests.contextLoads",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,0,3,0,3,2,0,0,0,0,1,1,0,1,,,0,,,"0,00",1
Package,"com.stalary.pf.consumer.client",0,0,0,0,0,,,,,,,,,6,0,0,,6,,8,0,8,,8,0,0,0,,148,20,84,78,0,44,,52,58,58,0,,0,,0,,,"0,52",0
Public Interface,"com.stalary.pf.consumer.client.MessageClient",0,0,0,0,0,,,,,0,9,8,0,,0,0,,,,2,0,2,2,2,0,0,0,,11,2,7,7,0,2,,2,3,3,0,,0,0,0,0,0,"0,29",0
Abstract Method,"com.stalary.pf.consumer.client.MessageClient.getNotReadCount",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,1,3,0,2,2,0,1,1,1,1,1,0,0,,,0,,,"0,50",0
Abstract Method,"com.stalary.pf.consumer.client.MessageClient.saveMessage",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,1,3,0,2,2,0,1,0,1,1,1,0,0,,,0,,,"0,50",0
Public Interface,"com.stalary.pf.consumer.client.OutsideClient",0,0,0,0,0,,,,,0,5,5,0,,0,0,,,,1,0,1,1,1,0,0,0,,7,1,6,5,0,0,,1,2,2,0,,0,0,0,0,0,"0,00",0
Abstract Method,"com.stalary.pf.consumer.client.OutsideClient.sendEmail",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,1,2,0,2,2,0,0,0,1,1,1,0,0,,,0,,,"0,00",0
Public Interface,"com.stalary.pf.consumer.client.PushClient",0,0,0,0,0,,,,,0,6,4,0,,0,0,,,,1,0,1,1,1,0,0,0,,6,1,5,5,0,0,,1,2,2,0,,0,0,0,0,0,"0,00",0
Abstract Method,"com.stalary.pf.consumer.client.PushClient.sendMessage",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,1,2,0,2,2,0,0,0,1,1,1,0,0,,,0,,,"0,00",0
Public Interface,"com.stalary.pf.consumer.client.RecruitClient",0,0,0,0,0,,,,,0,6,5,0,,0,0,,,,1,0,1,1,1,0,0,0,,7,1,6,5,0,0,,1,2,2,0,,0,0,0,0,0,"0,00",0
Abstract Method,"com.stalary.pf.consumer.client.RecruitClient.getRecruit",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,1,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,"0,00",0
Public Interface,"com.stalary.pf.consumer.client.ResumeClient",0,0,0,0,0,,,,,0,5,5,0,,0,0,,,,1,0,1,1,1,0,0,0,,7,1,6,5,0,0,,1,2,2,0,,0,0,0,0,0,"0,00",0
Abstract Method,"com.stalary.pf.consumer.client.ResumeClient.handleResume",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,1,2,0,2,2,0,0,0,1,1,1,0,0,,,0,,,"0,00",0
Public Interface,"com.stalary.pf.consumer.client.UserClient",0,0,0,0,0,,,,,0,6,5,0,,0,0,,,,2,0,2,2,2,0,0,0,,10,2,8,7,0,0,,2,3,3,0,,0,0,0,0,0,"0,00",0
Abstract Method,"com.stalary.pf.consumer.client.UserClient.getEmail",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,1,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,"0,00",0
Abstract Method,"com.stalary.pf.consumer.client.UserClient.getUserInfo",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,1,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,"0,00",0
Package,"com.stalary.pf.consumer.config",5,0,4,1,1,,,,,,,,,1,0,0,,1,,3,0,3,,0,0,0,3,,34,5,21,14,3,8,,9,13,10,3,,1,,0,,,"0,38",3
Public Class,"com.stalary.pf.consumer.config.FeignConfig",5,0,4,1,1,,,,,1,6,6,0,,0,0,,,,3,0,3,15,0,0,0,3,,25,3,14,8,3,8,,3,7,4,3,,1,1,0,0,0,"0,57",3
Public Method,"com.stalary.pf.consumer.config.FeignConfig.feignLoggerLevel",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,"0,00",1
Public Method,"com.stalary.pf.consumer.config.FeignConfig.feignRetryer",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,0,5,0,4,2,1,1,1,1,2,1,1,1,,,0,,,"0,25",1
Public Method,"com.stalary.pf.consumer.config.FeignConfig.options",,,,,,"0,00","0,00",0,0,,,,,,,,,,,,,,,,,,,0,5,0,4,2,1,1,1,1,2,1,1,1,,,0,,,"0,25",1
Package,"com.stalary.pf.consumer.data",0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,"0,00",0
Package,"com.stalary.pf.consumer.data.constant",0,0,0,0,0,,,,,,,,,1,0,3,,1,,0,0,0,,0,0,0,0,,19,4,6,5,3,9,,4,5,5,0,,0,,0,,,"1,50",0
Public Class,"com.stalary.pf.consumer.data.constant.Constant",0,0,0,0,0,,,,,1,1,0,0,,0,3,,,,0,0,0,12,0,0,0,0,,16,3,4,4,3,9,,3,4,4,0,,0,1,0,0,0,"2,25",0
Package,"com.stalary.pf.consumer.data.dto",4,0,4,0,1,,,,,,,,,6,5,0,,6,,2,29,7,,0,0,0,7,,221,51,110,85,13,60,,67,80,68,12,,1,,0,,,"0,55",7
Public Class,"com.stalary.pf.consumer.data.dto.Email",0,0,0,0,0,,,,,1,4,3,0,,0,0,,,,0,3,0,12,0,0,0,0,,21,3,7,7,0,11,,3,4,4,0,,0,1,0,0,0,"1,57",0
Public Class,"com.stalary.pf.consumer.data.dto.Message",0,0,0,0,0,,,,,1,6,3,0,,0,0,,,,0,5,0,12,0,0,0,0,,26,5,9,9,1,12,,5,6,6,0,,0,1,0,0,0,"1,33",0
Public Class,"com.stalary.pf.consumer.data.dto.Recruit",0,0,0,0,0,,,,,1,4,3,0,,0,0,,,,0,1,0,12,0,0,0,0,,11,1,5,5,0,5,,1,2,2,0,,0,1,0,0,0,"1,00",0
Public Generic Class,"com.stalary.pf.consumer.data.dto.ResponseMessage",4,0,4,0,1,,,,,1,2,1,0,,5,0,,,,2,4,7,19,0,0,0,7,,51,11,32,13,12,8,,16,24,12,12,,1,1,0,75,7,"0,25",7
